Святослав;Дубровский;52;
Всеволод;Лазарев;40;
Всеволод;Максимов;23;
Гостомысл;Зарницкий;37;
Тихомир;Дорофеев;40;
Милонег;Алмазов;52;
Путислав;Белинский;43;
Доброжир;Оболенский;77;
Светозар;Максимов;41;
Путислав;Алмазов;76;
Святослав;Лазарев;36;
Доброжир;Лазарев;26;
Доброгнева;Максимов;21;
Доброжир;Кирсанов;28;
Гостомысл;Оболенский;43;
Милонег;Лазарев;29;
Святослав;Алмазов;48;
Велимудр;Зарницкий;40;
Гостомысл;Остроумов;62;
Богдан;Орлов/Орловский;25;
Всеволод;Оболенский;46;
Милонег;Зарницкий;30;
Любомила;Никольский;31;
Доброжир;Белинский;42;
Велимудр;Орлов/Орловский;55;
Любомила;Воронцов;22;
Тихомир;Никольский;20;
Ратибор;Дорофеев;25;
Богдан;Градов;64;
Святослав;Дубровский;71;
Доброгнева;Никольский;60;
Путислав;Митропольский;30;
Ратибор;Воронцов;63;
Милонег;Митропольский;54;
Ратибор;Алмазов;51;
Гостомысл;Лазарев;56;
Богдан;Максимов;19;
Всеволод;Орлов/Орловский;44;
Доброжир;Лазарев;28;
Святослав;Митропольский;40;
Ратибор;Болконский;44;
Путислав;Орлов/Орловский;68;
Велимудр;Величанский;48;
Ярополк;Максимов;53;
Гостомысл;Лазарев;62;
Всеволод;Варшавский;75;
Святослав;Митропольский;74;
Светозар;Воронцов;65;
Богдан;Никольский;67;
Доброжир;Остроумов;57;
Доброгнева;Никольский;34;
Богдан;Дорофеев;58;
Ратибор;Оболенский;58;
Путислав;Болконский;75;
Светозар;Оболенский;65;
Тихомир;Орлов/Орловский;38;
Святослав;Величанский;64;
Доброжир;Митропольский;32;
Доброгнева;Варшавский;19;
Путислав;Белинский;54;
Милонег;Величанский;27;
Любомила;Максимов;51;
Тихомир;Лазарев;72;
Ратибор;Остроумов;49;
Ярополк;Величанский;55;
Велимудр;Кирсанов;27;
Путислав;Варшавский;49;
Доброжир;Ковалевский;50;
Светозар;Болконский;72;
Доброгнева;Кирсанов;33;
Доброгнева;Максимов;52;
Всеволод;Максимов;49;
Милонег;Белинский;71;
Доброжир;Зарницкий;31;
Светозар;Кирсанов;71;
Богдан;Ковалевский;71;
Милонег;Орлов/Орловский;27;
Светозар;Белинский;23;
Ратибор;Митропольский;47;
Доброгнева;Ковалевский;40;
Светозар;Лазарев;19;
Всеволод;Алмазов;42;
Светозар;Величанский;63;
Тихомир;Никольский;20;
Ратибор;Воронцов;75;
Богдан;Величанский;48;
Доброжир;Зарницкий;67;
Богдан;Дубровский;27;
Велимудр;Кирсанов;32;
Путислав;Болконский;57;
Тихомир;Кирсанов;60;
Святослав;Ковалевский;22;
Любомила;Дубровский;41;
Тихомир;Белинский;57;
Гостомысл;Орлов/Орловский;44;
Богдан;Градов;38;
Святослав;Никольский;25;
Доброжир;Дорофеев;58;
Всеволод;Болконский;71;
Велимудр;Остроумов;26;
Богдан;Дубровский;58;
Миролюб;Максимов;66;
Любомила;Белинский;28;
Любомила;Алмазов;29;
Святослав;Алмазов;50;
Миролюб;Остроумов;55;
Милонег;Величанский;32;
Ярополк;Ковалевский;68;
Святослав;Лазарев;57;
Тихомир;Воронцов;40;
Доброгнева;Остроумов;54;
Путислав;Максимов;67;
Гостомысл;Величанский;36;
Доброжир;Ковалевский;43;
Любомила;Градов;42;
Миролюб;Орлов/Орловский;37;
Богдан;Лазарев;70;
Доброжир;Ковалевский;19;
Доброжир;Воронцов;34;
Гостомысл;Зарницкий;20;
Богдан;Митропольский;34;
Любомила;Алмазов;22;
Путислав;Варшавский;49;
Любомила;Митропольский;75;
Любомила;Белинский;48;
Велимудр;Величанский;26;
Ратибор;Воронцов;54;
Путислав;Болконский;66;
Гостомысл;Градов;73;
Миролюб;Алмазов;19;
Милонег;Никольский;72;
Милонег;Величанский;55;
Тихомир;Варшавский;76;
Миролюб;Ковалевский;56;
Любомила;Никольский;24;
Гостомысл;Лазарев;68;
Ратибор;Болконский;45;
Богдан;Воронцов;57;
Тихомир;Градов;39;
Любомила;Дубровский;35;
Светозар;Белинский;56;
Любомила;Белинский;61;
Милонег;Величанский;38;
Доброжир;Белинский;52;
Святослав;Никольский;27;
Гостомысл;Варшавский;26;
Ярополк;Ковалевский;38;
Богдан;Зарницкий;59;
Ратибор;Максимов;32;
Тихомир;Воронцов;50;
Миролюб;Митропольский;53;
Богдан;Градов;56;
Миролюб;Градов;43;
Миролюб;Воронцов;37;
Светозар;Алмазов;61;
Доброжир;Алмазов;19;
Всеволод;Величанский;63;
Доброжир;Орлов/Орловский;22;
Богдан;Остроумов;46;
Ратибор;Кирсанов;57;
Доброжир;Максимов;68;
Богдан;Дорофеев;38;
Доброгнева;Остроумов;66;
Ратибор;Оболенский;51;
Ратибор;Орлов/Орловский;59;
Доброгнева;Алмазов;38;
Гостомысл;Оболенский;63;
Богдан;Оболенский;21;
Святослав;Кирсанов;44;
Велимудр;Лазарев;21;
Путислав;Алмазов;46;
Всеволод;Белинский;37;
Богдан;Лазарев;30;
Богдан;Митропольский;73;
Доброжир;Воронцов;54;
Всеволод;Градов;67;
Тихомир;Дорофеев;69;
Милонег;Варшавский;69;
Святослав;Зарницкий;25;
Гостомысл;Алмазов;35;
Велимудр;Максимов;61;
Доброгнева;Белинский;32;
Доброжир;Зарницкий;43;
Тихомир;Воронцов;47;
Ратибор;Алмазов;54;
Светозар;Орлов/Орловский;42;
Ярополк;Белинский;23;
Святослав;Алмазов;18;
Богдан;Белинский;44;
Велимудр;Воронцов;25;
Светозар;Величанский;53;
Ярополк;Белинский;19;
Доброжир;Ковалевский;54;
Тихомир;Кирсанов;67;
Тихомир;Митропольский;22;
Богдан;Зарницкий;77;
Гостомысл;Градов;50;
Путислав;Алмазов;23;
Любомила;Алмазов;70;
Ратибор;Градов;32;
Доброгнева;Орлов/Орловский;71;
Ярополк;Болконский;19;
Путислав;Градов;32;
Всеволод;Максимов;73;
Миролюб;Варшавский;58;
Любомила;Болконский;23;
Гостомысл;Дорофеев;69;
Ярополк;Лазарев;63;
Ярополк;Белинский;37;
Велимудр;Никольский;31;
Доброжир;Орлов/Орловский;71;
Миролюб;Максимов;72;
Тихомир;Орлов/Орловский;58;
Всеволод;Митропольский;66;
Ярополк;Воронцов;55;
Светозар;Болконский;70;
Милонег;Варшавский;66;
Светозар;Алмазов;21;
Миролюб;Кирсанов;37;
Доброгнева;Дорофеев;69;
Велимудр;Остроумов;44;
Доброжир;Болконский;67;
Богдан;Белинский;75;
Миролюб;Никольский;41;
Ярополк;Ковалевский;18;
Святослав;Никольский;40;
Всеволод;Зарницкий;23;
Велимудр;Градов;71;
Путислав;Орлов/Орловский;68;
Тихомир;Никольский;43;
Велимудр;Градов;21;
Светозар;Дубровский;60;
Богдан;Градов;46;
Велимудр;Дубровский;58;
Гостомысл;Максимов;54;
Ратибор;Дорофеев;74;
Тихомир;Градов;27;
Светозар;Зарницкий;69;
Миролюб;Варшавский;24;
Богдан;Лазарев;77;
Милонег;Лазарев;55;
Богдан;Воронцов;47;
Ярополк;Воронцов;59;
Всеволод;Варшавский;74;
Велимудр;Кирсанов;48;
Ярополк;Ковалевский;72;
Ярополк;Кирсанов;53;
Богдан;Ковалевский;37;
Доброгнева;Белинский;28;
Доброжир;Дубровский;53;
Доброгнева;Максимов;25;
Ярополк;Белинский;20;
Ратибор;Воронцов;28;
Гостомысл;Остроумов;60;
Всеволод;Оболенский;33;
Милонег;Дорофеев;68;
Любомила;Алмазов;22;
Ярополк;Никольский;27;
Доброжир;Варшавский;77;
Ярополк;Остроумов;47;
Миролюб;Дорофеев;51;
Любомила;Оболенский;19;
Миролюб;Кирсанов;21;
Путислав;Дубровский;56;
Святослав;Дорофеев;72;
Ярополк;Алмазов;50;
Ратибор;Градов;49;
Ярополк;Оболенский;40;
Светозар;Оболенский;60;
Светозар;Лазарев;21;
Миролюб;Ковалевский;23;
Тихомир;Никольский;42;
Миролюб;Дорофеев;21;
Всеволод;Зарницкий;30;
Богдан;Болконский;74;
Всеволод;Дорофеев;73;
Ратибор;Оболенский;32;
Доброгнева;Никольский;49;
Тихомир;Оболенский;72;
Миролюб;Никольский;36;
Ратибор;Белинский;60;
Богдан;Белинский;41;
Путислав;Митропольский;34;
Тихомир;Орлов/Орловский;66;
Велимудр;Остроумов;43;
Доброжир;Градов;55;
Любомила;Ковалевский;34;
Ярополк;Градов;72;
Ярополк;Максимов;27;
Велимудр;Алмазов;39;
Ратибор;Градов;27;
Путислав;Орлов/Орловский;74;
Любомила;Воронцов;50;
Тихомир;Лазарев;64;
Доброжир;Величанский;67;
Путислав;Градов;36;
Всеволод;Максимов;19;
Святослав;Дубровский;26;
Гостомысл;Орлов/Орловский;23;
Гостомысл;Орлов/Орловский;36;
Ратибор;Варшавский;39;
Доброгнева;Кирсанов;46;
Милонег;Дорофеев;34;
Любомила;Кирсанов;24;
Святослав;Зарницкий;53;
Всеволод;Ковалевский;41;
Путислав;Зарницкий;47;
Велимудр;Никольский;44;
Гостомысл;Ковалевский;62;
Тихомир;Дорофеев;32;
Велимудр;Орлов/Орловский;57;
Любомила;Дорофеев;39;
Тихомир;Никольский;73;
Ратибор;Дорофеев;76;
Путислав;Дорофеев;62;
Доброгнева;Ковалевский;42;
Светозар;Болконский;36;
Миролюб;Никольский;25;
Ратибор;Ковалевский;53;
Доброгнева;Ковалевский;41;
Всеволод;Орлов/Орловский;38;
Велимудр;Дубровский;41;
Тихомир;Варшавский;70;
Богдан;Воронцов;26;
Путислав;Орлов/Орловский;73;
Милонег;Воронцов;38;
Всеволод;Митропольский;25;
Доброжир;Болконский;64;
Доброгнева;Оболенский;74;
Ратибор;Остроумов;45;
Ярополк;Белинский;62;
Любомила;Белинский;64;
Ярополк;Белинский;41;
Доброгнева;Белинский;49;
Тихомир;Дубровский;52;
Велимудр;Зарницкий;48;
Милонег;Лазарев;27;
Тихомир;Оболенский;71;
Миролюб;Лазарев;56;
Всеволод;Никольский;37;
Тихомир;Алмазов;27;
Гостомысл;Дубровский;41;
Богдан;Ковалевский;35;
Всеволод;Дорофеев;24;
Путислав;Дубровский;27;
Святослав;Зарницкий;49;
Доброжир;Зарницкий;25;
Ратибор;Воронцов;70;
Милонег;Ковалевский;40;
Миролюб;Остроумов;44;
Путислав;Оболенский;49;
Любомила;Оболенский;29;
Ярополк;Оболенский;66;
Доброгнева;Максимов;18;
Ратибор;Ковалевский;69;
Доброжир;Болконский;38;
Велимудр;Лазарев;68;
Светозар;Никольский;32;
Миролюб;Максимов;25;
Святослав;Болконский;30;
Доброгнева;Воронцов;57;
Светозар;Ковалевский;42;
Тихомир;Кирсанов;41;
Богдан;Варшавский;18;
Доброжир;Максимов;51;
Любомила;Никольский;46;
Гостомысл;Белинский;21;
Милонег;Градов;71;
Богдан;Болконский;45;
Ярополк;Болконский;56;
Путислав;Остроумов;28;
Светозар;Воронцов;76;
Гостомысл;Градов;61;
Ярополк;Лазарев;77;
Любомила;Белинский;29;
Ратибор;Болконский;30;
Миролюб;Градов;68;
Ратибор;Болконский;34;
Доброгнева;Белинский;68;
Тихомир;Кирсанов;29;
Милонег;Белинский;55;
Миролюб;Градов;29;
Ратибор;Кирсанов;72;
Светозар;Варшавский;48;
Миролюб;Величанский;72;
Святослав;Дубровский;75;
Милонег;Величанский;55;
Гостомысл;Дубровский;31;
Тихомир;Кирсанов;56;
Ратибор;Никольский;69;
Богдан;Варшавский;42;
Велимудр;Оболенский;58;
Святослав;Остроумов;50;
Миролюб;Оболенский;53;
Ярополк;Болконский;64;
Ратибор;Дубровский;58;
Милонег;Белинский;42;
Гостомысл;Зарницкий;67;
Велимудр;Алмазов;71;
Доброгнева;Дубровский;62;
Доброжир;Кирсанов;56;
Ярополк;Воронцов;74;
Светозар;Градов;27;
Доброжир;Зарницкий;46;
Всеволод;Воронцов;46;
Доброгнева;Градов;32;
Ратибор;Никольский;39;
Светозар;Кирсанов;64;
Всеволод;Градов;49;
Путислав;Кирсанов;34;
Светозар;Никольский;32;
Всеволод;Ковалевский;31;
Светозар;Алмазов;38;
Миролюб;Болконский;70;
Ярополк;Оболенский;45;
Ярополк;Остроумов;69;
Велимудр;Зарницкий;36;
Гостомысл;Оболенский;20;
Доброжир;Алмазов;34;
Доброгнева;Зарницкий;56;
Путислав;Орлов/Орловский;24;
Миролюб;Лазарев;58;
Ратибор;Орлов/Орловский;21;
Ярополк;Никольский;34;
Доброжир;Дубровский;28;
Светозар;Орлов/Орловский;64;
Гостомысл;Белинский;53;
Доброгнева;Дубровский;62;
Всеволод;Оболенский;22;
Любомила;Оболенский;68;
Доброжир;Кирсанов;18;
Миролюб;Алмазов;65;
Милонег;Зарницкий;61;
Ярополк;Лазарев;34;
Ярополк;Никольский;39;
Ярополк;Ковалевский;53;
Миролюб;Дубровский;53;
Гостомысл;Градов;26;
Милонег;Оболенский;45;
Ярополк;Орлов/Орловский;34;
Всеволод;Кирсанов;28;
Святослав;Градов;67;
Богдан;Белинский;59;
Ратибор;Оболенский;42;
Велимудр;Остроумов;37;
Любомила;Воронцов;63;
Любомила;Дубровский;64;
Тихомир;Алмазов;41;
Богдан;Алмазов;21;
Путислав;Дубровский;77;
Ратибор;Зарницкий;47;
Миролюб;Митропольский;63;
Миролюб;Лазарев;62;
Путислав;Остроумов;70;
Всеволод;Градов;68;
Светозар;Никольский;58;
Богдан;Дорофеев;26;
Всеволод;Митропольский;52;
Тихомир;Дорофеев;61;
Миролюб;Остроумов;76;
Милонег;Кирсанов;44;
Тихомир;Величанский;61;
Всеволод;Болконский;55;
Любомила;Остроумов;73;
Тихомир;Белинский;23;
Тихомир;Градов;36;
Велимудр;Величанский;39;
Доброжир;Оболенский;33;
Всеволод;Дорофеев;40;
Тихомир;Величанский;53;
Святослав;Ковалевский;20;
Светозар;Остроумов;62;
Доброгнева;Градов;22;
Святослав;Дубровский;73;
Богдан;Величанский;58;
Путислав;Величанский;19;
Святослав;Градов;34;
Ярополк;Максимов;20;
Всеволод;Белинский;27;
Святослав;Дорофеев;37;
Богдан;Воронцов;35;
Путислав;Максимов;23;
Любомила;Максимов;52;
Любомила;Белинский;50;
Любомила;Величанский;76;
Любомила;Воронцов;49;
Доброгнева;Белинский;35;
Тихомир;Дубровский;77;
Любомила;Ковалевский;63;
Любомила;Остроумов;37;
Любомила;Орлов/Орловский;55;
Святослав;Оболенский;64;
Светозар;Воронцов;46;
Светозар;Болконский;72;
Доброгнева;Величанский;20;
Ратибор;Ковалевский;18;
Миролюб;Остроумов;72;
Гостомысл;Лазарев;70;
Миролюб;Ковалевский;72;
Любомила;Никольский;69;
Любомила;Болконский;29;
Святослав;Варшавский;73;
Доброгнева;Алмазов;62;
Богдан;Оболенский;51;
Ярополк;Остроумов;67;
Гостомысл;Болконский;61;
Доброжир;Варшавский;73;
Ярополк;Болконский;26;
Любомила;Митропольский;52;
Гостомысл;Кирсанов;51;
Доброжир;Лазарев;50;
Святослав;Оболенский;19;
Милонег;Кирсанов;51;
Ратибор;Лазарев;37;
Святослав;Болконский;30;
Ярополк;Орлов/Орловский;20;
Путислав;Ковалевский;41;
Любомила;Остроумов;18;
Велимудр;Максимов;59;
Ярополк;Оболенский;18;
Ратибор;Лазарев;37;
Богдан;Белинский;34;
Доброгнева;Градов;50;
Всеволод;Митропольский;46;
Светозар;Кирсанов;58;
Тихомир;Дубровский;73;
Тихомир;Никольский;60;
Доброжир;Оболенский;76;
Велимудр;Остроумов;69;
Богдан;Варшавский;45;
Светозар;Остроумов;47;
Святослав;Кирсанов;59;
Гостомысл;Оболенский;75;
Светозар;Градов;38;
Путислав;Никольский;36;
Миролюб;Варшавский;44;
Светозар;Никольский;40;
Доброжир;Ковалевский;41;
Тихомир;Никольский;45;
Гостомысл;Дубровский;56;
Богдан;Варшавский;40;
Гостомысл;Орлов/Орловский;22;
Гостомысл;Белинский;34;
Гостомысл;Максимов;45;
Милонег;Максимов;20;
Путислав;Никольский;40;
Святослав;Максимов;36;
Богдан;Дорофеев;71;
Тихомир;Болконский;73;
Тихомир;Остроумов;25;
Милонег;Орлов/Орловский;53;
Любомила;Дубровский;65;
Любомила;Зарницкий;54;
Путислав;Белинский;68;
Доброжир;Никольский;28;
Святослав;Белинский;34;
Богдан;Дорофеев;59;
Богдан;Дорофеев;24;
Велимудр;Дубровский;19;
Гостомысл;Митропольский;74;
Миролюб;Никольский;67;
Светозар;Орлов/Орловский;29;
Гостомысл;Остроумов;23;
Миролюб;Ковалевский;23;
Богдан;Остроумов;41;
Всеволод;Алмазов;24;
Путислав;Величанский;33;
Богдан;Зарницкий;76;
Святослав;Воронцов;21;
Велимудр;Ковалевский;75;
Всеволод;Лазарев;26;
Светозар;Максимов;49;
Доброгнева;Градов;74;
Милонег;Градов;66;
Богдан;Дорофеев;49;
Любомила;Орлов/Орловский;65;
Светозар;Варшавский;67;
Милонег;Алмазов;66;
Доброгнева;Варшавский;50;
Ярополк;Остроумов;76;
Миролюб;Оболенский;28;
Миролюб;Градов;43;
Милонег;Варшавский;71;
Любомила;Остроумов;19;
Путислав;Градов;64;
Доброжир;Варшавский;27;
Гостомысл;Величанский;48;
Тихомир;Орлов/Орловский;27;
Тихомир;Никольский;43;
Любомила;Градов;68;
Миролюб;Лазарев;37;
Велимудр;Зарницкий;77;
Богдан;Остроумов;40;
Богдан;Митропольский;50;
Богдан;Алмазов;22;
Доброгнева;Величанский;45;
Милонег;Дорофеев;73;
Всеволод;Остроумов;38;
Доброгнева;Никольский;77;
Миролюб;Максимов;32;
Ратибор;Величанский;18;
Путислав;Зарницкий;41;
Миролюб;Кирсанов;25;
Светозар;Величанский;35;
Милонег;Орлов/Орловский;29;
Велимудр;Дорофеев;53;
Милонег;Никольский;22;
Доброжир;Зарницкий;66;
Тихомир;Никольский;32;
Святослав;Оболенский;29;
Милонег;Зарницкий;62;
Миролюб;Ковалевский;43;
Велимудр;Воронцов;40;
Милонег;Дубровский;64;
Миролюб;Зарницкий;34;
Путислав;Остроумов;76;
Ратибор;Лазарев;54;
Милонег;Варшавский;43;
Гостомысл;Болконский;47;
Ратибор;Никольский;75;
Милонег;Градов;75;
Всеволод;Алмазов;73;
Путислав;Дорофеев;26;
Ратибор;Величанский;26;
Ратибор;Дубровский;66;
Светозар;Величанский;50;
Гостомысл;Алмазов;66;
Ратибор;Алмазов;21;
Богдан;Дорофеев;67;
Велимудр;Остроумов;56;
Любомила;Величанский;19;
Доброжир;Варшавский;73;
Всеволод;Максимов;63;
Тихомир;Алмазов;60;
Милонег;Никольский;75;
Тихомир;Величанский;40;
Всеволод;Белинский;60;
Миролюб;Величанский;48;
Велимудр;Орлов/Орловский;55;
Всеволод;Максимов;62;
Доброжир;Лазарев;50;
Путислав;Никольский;54;
Ратибор;Оболенский;76;
Велимудр;Варшавский;56;
Богдан;Воронцов;76;
Богдан;Оболенский;57;
Гостомысл;Кирсанов;22;
Светозар;Величанский;62;
Святослав;Алмазов;38;
Милонег;Болконский;34;
Любомила;Оболенский;55;
Милонег;Остроумов;49;
Ратибор;Кирсанов;26;
Светозар;Оболенский;68;
Светозар;Лазарев;53;
Тихомир;Дорофеев;50;
Богдан;Варшавский;74;
Доброгнева;Величанский;21;
Святослав;Орлов/Орловский;50;
Милонег;Орлов/Орловский;65;
Светозар;Градов;42;
Светозар;Алмазов;72;
Велимудр;Оболенский;20;
Ярополк;Митропольский;56;
Любомила;Варшавский;59;
Святослав;Орлов/Орловский;38;
Ратибор;Белинский;31;
Светозар;Воронцов;52;
Тихомир;Белинский;58;
Ярополк;Орлов/Орловский;71;
Святослав;Дорофеев;28;
Богдан;Митропольский;44;
Светозар;Варшавский;43;
Милонег;Величанский;31;
Ратибор;Болконский;77;
Гостомысл;Зарницкий;46;
Гостомысл;Оболенский;19;
Путислав;Лазарев;34;
Гостомысл;Ковалевский;31;
Любомила;Лазарев;46;
Путислав;Митропольский;25;
Гостомысл;Алмазов;53;
Любомила;Дорофеев;62;
Милонег;Оболенский;22;
Доброжир;Дубровский;64;
Велимудр;Градов;66;
Велимудр;Митропольский;29;
Гостомысл;Воронцов;37;
Миролюб;Митропольский;67;
Путислав;Болконский;42;
Святослав;Алмазов;72;
Святослав;Болконский;57;
Миролюб;Градов;60;
Гостомысл;Оболенский;38;
Велимудр;Дорофеев;64;
Богдан;Остроумов;39;
Ярополк;Оболенский;29;
Путислав;Дубровский;61;
Богдан;Градов;47;
Светозар;Остроумов;43;
Любомила;Варшавский;70;
Любомила;Орлов/Орловский;32;
Святослав;Остроумов;39;
Велимудр;Варшавский;34;
Путислав;Оболенский;63;
Ярополк;Зарницкий;55;
Святослав;Белинский;56;
Гостомысл;Белинский;64;
Ратибор;Лазарев;65;
Богдан;Зарницкий;34;
Путислав;Воронцов;42;
Доброгнева;Никольский;32;
Доброгнева;Остроумов;35;
Ратибор;Варшавский;25;
Доброжир;Дубровский;58;
Богдан;Ковалевский;18;
Тихомир;Кирсанов;62;
Путислав;Градов;34;
Святослав;Митропольский;61;
Доброгнева;Воронцов;36;
Светозар;Остроумов;31;
Ярополк;Оболенский;68;
Ратибор;Остроумов;64;
Тихомир;Болконский;44;
Всеволод;Орлов/Орловский;30;
Милонег;Остроумов;58;
Богдан;Белинский;63;
Святослав;Зарницкий;24;
Милонег;Алмазов;48;
Святослав;Воронцов;22;
Миролюб;Ковалевский;19;
Светозар;Алмазов;55;
Святослав;Кирсанов;18;
Доброжир;Дубровский;51;
Доброжир;Максимов;47;
Богдан;Максимов;76;
Путислав;Орлов/Орловский;20;
Богдан;Оболенский;69;
Светозар;Дубровский;21;
Милонег;Зарницкий;23;
Богдан;Дубровский;60;
Святослав;Белинский;59;
Миролюб;Алмазов;68;
Любомила;Митропольский;75;
Всеволод;Максимов;69;
Путислав;Дубровский;75;
Любомила;Ковалевский;75;
Ярополк;Воронцов;42;
Светозар;Митропольский;33;
Доброгнева;Остроумов;71;
Велимудр;Величанский;38;
Ратибор;Лазарев;47;
Доброжир;Лазарев;44;
Святослав;Градов;54;
Богдан;Дорофеев;32;
Ярополк;Белинский;40;
Милонег;Величанский;66;
Светозар;Болконский;27;
Ратибор;Болконский;59;
Доброжир;Остроумов;31;
Всеволод;Максимов;66;
Богдан;Градов;77;
Доброжир;Варшавский;34;
Доброгнева;Остроумов;34;
Светозар;Остроумов;58;
Доброжир;Митропольский;56;
Ярополк;Кирсанов;49;
Путислав;Дорофеев;53;
Велимудр;Белинский;34;
Гостомысл;Зарницкий;31;
Святослав;Никольский;47;
Светозар;Величанский;40;
Святослав;Варшавский;22;
Доброжир;Кирсанов;69;
Милонег;Белинский;46;
Путислав;Никольский;25;
Велимудр;Зарницкий;41;
Миролюб;Градов;23;
Гостомысл;Болконский;74;
Богдан;Остроумов;35;
Доброгнева;Белинский;25;
Богдан;Дорофеев;76;
Любомила;Алмазов;39;
Велимудр;Варшавский;31;
Ярополк;Орлов/Орловский;37;
Доброжир;Остроумов;35;
Богдан;Дубровский;23;
Светозар;Зарницкий;45;
Доброжир;Белинский;43;
Святослав;Максимов;32;
Доброгнева;Болконский;62;
Милонег;Орлов/Орловский;55;
Святослав;Болконский;20;
Доброжир;Воронцов;48;
Святослав;Лазарев;43;
Путислав;Градов;42;
Любомила;Дорофеев;75;
Ратибор;Остроумов;66;
Миролюб;Ковалевский;53;
Всеволод;Максимов;29;
Ярополк;Никольский;73;
Любомила;Ковалевский;48;
Ярополк;Болконский;19;
Богдан;Остроумов;38;
Ратибор;Остроумов;50;
Велимудр;Оболенский;27;
Тихомир;Воронцов;51;
Ратибор;Градов;46;
Гостомысл;Кирсанов;44;
Миролюб;Алмазов;63;
Ярополк;Ковалевский;50;
Доброгнева;Белинский;63;
Доброгнева;Никольский;34;
Доброжир;Алмазов;64;
Путислав;Оболенский;22;
Всеволод;Остроумов;27;
Доброгнева;Воронцов;22;
Любомила;Максимов;57;
Путислав;Дубровский;23;
Тихомир;Максимов;46;
Гостомысл;Лазарев;68;
Доброжир;Орлов/Орловский;69;
Гостомысл;Градов;58;
Всеволод;Митропольский;31;
Путислав;Воронцов;42;
Святослав;Алмазов;72;
Любомила;Алмазов;42;
Ратибор;Митропольский;28;
Ратибор;Зарницкий;48;
Милонег;Дубровский;28;
Святослав;Остроумов;67;
Святослав;Воронцов;67;
Ратибор;Остроумов;29;
Путислав;Воронцов;74;
Тихомир;Дубровский;31;
Путислав;Митропольский;35;
Тихомир;Варшавский;73;
Велимудр;Варшавский;34;
Доброгнева;Митропольский;73;
Тихомир;Лазарев;49;
Ратибор;Белинский;69;
Миролюб;Лазарев;33;
Миролюб;Варшавский;25;
Ратибор;Ковалевский;30;
Всеволод;Ковалевский;59;
Ратибор;Дорофеев;68;
Доброжир;Ковалевский;45;
Миролюб;Митропольский;54;
Путислав;Максимов;73;
Миролюб;Дорофеев;30;
Гостомысл;Никольский;37;
Миролюб;Орлов/Орловский;76;
Велимудр;Максимов;41;
Доброгнева;Воронцов;38;
Путислав;Митропольский;32;
Ярополк;Воронцов;74;
Велимудр;Белинский;29;
Велимудр;Дорофеев;71;
Велимудр;Остроумов;68;
Велимудр;Дубровский;28;
Ратибор;Величанский;18;
Светозар;Орлов/Орловский;77;
Ярополк;Белинский;43;
Путислав;Варшавский;61;
Ярополк;Дубровский;73;
Путислав;Величанский;65;
Велимудр;Болконский;57;
Доброжир;Максимов;69;
Ратибор;Орлов/Орловский;58;
Светозар;Величанский;48;
Ярополк;Кирсанов;63;
Путислав;Величанский;59;
Миролюб;Варшавский;37;
Милонег;Зарницкий;71;
Святослав;Никольский;42;
Святослав;Кирсанов;39;
Богдан;Алмазов;73;
Ратибор;Болконский;28;
